7864762068651367381,0,0.0
7879397315330817776,0,0.0
7881256745764664774,0,0.0
7882870564208193122,0,0.0
7883284771066904572,0,0.0
7899607747482157312,0,0.0
7904622775216772856,0,0.0
7911882403380372567,0,0.0
792137679006479229,0,1.0
5745791144827077184,1,1.0
794517383015707203,0,0.0
5753188576351916156,0,0.0
11229953396077857580,0,0.0
8029229102890557627,0,0.0
8041680426804055523,1,0.0
8048812303753285948,0,0.0
8058904953039344280,1,0.0
8062759359915711108,1,1.0
8070695501883474615,0,1.0
8091199564987746104,0,0.0
809337203803508799,0,0.0
8099629980325061246,0,0.0
5793345391517020908,0,1.0
11230834416077190855,1,0.0
811648681488589554,0,0.0
8123220699773763529,0,0.0
8130121431254510708,1,0.0
8143787748818203998,1,1.0
8156128522124139405,0,0.0
8158936316075721490,0,0.0
8171752281258610600,0,1.0
8182937668590538342,0,0.0
819010673191189292,0,0.0
8233950104506762392,0,0.0
5828804892246767599,0,0.0
8325108961669548128,1,1.0
8336305426304159432,0,0.0
5842810237947295035,0,1.0
8341559581194762453,0,0.0
5853328709088223473,0,0.0
841870995698104846,0,0.0
8423389185735382068,0,0.0
843508477143203646,0,0.0
851981294379760406,0,0.0
8525186147006896008,0,0.0
8530137685382362249,0,0.0
588813177679502525,0,0.0
8560977358268855754,1,1.0
8565083172584247283,0,0.0
5890979530690827360,0,0.0
8585829945117279290,0,0.0
860783011017515309,1,1.0
8609482818211493805,0,0.0
8628735676818769164,0,1.0
8654154474357331720,0,0.0
8657530700134466632,0,0.0
8669016396314074947,0,1.0
8673896774532491831,0,0.0
8674773821688037280,0,0.0
8684118470164639040,1,0.0
5920133318797483640,0,0.0
8708347933003124345,0,1.0
8725506856089805791,0,0.0
8750316135303668024,0,1.0
8770838147587167840,0,0.0
8773380308459852309,0,0.0
8781247780242311339,0,0.0
8804962943231967739,0,0.0
8814347066968743296,0,0.0
8819342411830520368,0,0.0
8828348524730346209,0,1.0
8853769068865152585,0,0.0
8857082854459197004,1,0.0
8866186758034847923,0,0.0
8886896726147746884,0,0.0
8891911319222042391,0,0.0
8924033797173305359,0,0.0
8924783295331708248,0,0.0
8931174961569035802,0,0.0
5986948756921659562,0,1.0
9010398545710278482,0,0.0
9021264937543613830,0,0.0
9032506279007275850,0,0.0
9050469861246150050,0,0.0
9051548068190278103,0,1.0
9052085519339156811,0,0.0
9059530774954544037,0,0.0
9070916582546356662,1,1.0
9071139962455250842,0,0.0
9119873646153168833,0,0.0
9129143214039290856,0,0.0
6013375871768814765,1,0.0
6017296342232242026,0,1.0
9189084576531769627,1,0.0
923756802447895574,1,0.0
9275481681648058364,0,1.0
6056210991529883980,0,0.0
9314327330615009646,0,0.0
606838841510273788,0,0.0
9330940137119362580,0,0.0
9338638722936565252,0,0.0
9364503805945430101,1,0.0
6073858057973964078,0,0.0
9373317284931688841,0,0.0
9433487558032700755,0,0.0
9437027969052822610,0,0.0
9456484062930145062,1,0.0
9492558068112800727,0,0.0
9494403514043819670,0,0.0
9507873330351499303,0,0.0
9522433460001289831,0,0.0
9554301486178780243,0,1.0
9586708836866048064,0,1.0
9591877895039779544,1,0.0
9630243865891785483,0,0.0
9630853037241930295,0,0.0
965003780554975456,0,0.0
6133739914800237814,1,1.0
9712056227672393430,0,1.0
9718485996229429764,0,0.0
9723911183850092535,0,0.0
6151262784765875663,0,0.0
9778296616308954491,0,0.0
9812617220795319110,1,1.0
9824070934398940535,0,0.0
9840488796892366090,0,0.0
9866402538369520665,0,1.0
6178616367254253500,0,0.0
9905320382422638942,0,0.0
6187081187537436545,0,1.0
9925835931043311389,0,0.0
992728874070689994,0,1.0
9931512587393737032,0,0.0
9947748984779918929,1,1.0
9960639792614451093,0,0.0
9985160235647604387,0,0.0
10012870568348472086,0,0.0
10027989174921631603,0,0.0
10061359606542832106,1,0.0
6221174057282658904,0,0.0
10091309830914594906,0,1.0
6262008012297829395,0,0.0
10200988537649987476,0,0.0
10224160220421622567,0,0.0
10229411328839556388,0,0.0
10242770347156156292,0,0.0
10244494779678562608,0,1.0
10258542883936589129,0,0.0
10290893934621533894,0,0.0
1031719261038804079,0,0.0
10327739747589379720,0,0.0
10351538879452379245,0,0.0
10358933569342732669,0,0.0
10364953083425622480,0,0.0
6318609876465390769,1,1.0
10381032816856572284,1,1.0
10388237903976528550,1,0.0
10416353775556957256,0,0.0
10420459507792756702,1,1.0
10431945508500803732,0,0.0
